datetime,SOC
10/11/17 9:10,0.1
10/11/17 9:20,0.1
10/11/17 9:30,0.1
10/11/17 9:44,0.383920869
10/11/17 10:00,0.041981096
10/11/17 10:30,0.321857563
10/11/17 10:30,0.363484366
10/11/17 10:30,0.35189289
10/11/17 10:40,0.1
10/11/17 10:40,0.041981096
10/11/17 10:45,0.38706885
10/11/17 11:00,0.389043492
10/11/17 11:40,0.404993699
10/11/17 11:54,0.357071071
10/11/17 11:55,0.1
10/11/17 12:00,0.1
10/11/17 12:02,0.204845986
10/11/17 13:00,0.344393259
10/11/17 13:05,0.457064703
10/11/17 13:30,0.423158099
10/11/17 13:30,0.026152044
10/11/17 13:35,0.217871166
10/11/17 13:55,0.303785681
10/11/17 13:55,0.096836758
10/11/17 14:00,0.407587688
10/11/17 14:16,0.405719632
10/11/17 14:20,0.334284757
10/11/17 14:55,0.308025029
10/11/17 15:00,0.258315133
10/11/17 15:05,0.1
10/11/17 15:15,0.1
10/11/17 15:30,0.373352916
10/11/17 15:31,0.236524735
10/11/17 15:40,0.1
10/11/17 15:45,0.138996326
10/11/17 15:47,0.380292959
10/11/17 16:04,0.2903749
10/11/17 16:15,0.1
10/11/17 16:30,0.010354193
10/11/17 16:49,0.364152833
10/11/17 17:08,0.408270499
10/11/17 17:10,0.1
10/11/17 17:30,0.257845568
10/11/17 17:30,0.1
10/11/17 17:45,0.351771744
10/11/17 18:00,0.439944153
10/11/17 18:00,0.3864894
10/11/17 18:00,0.355991548
10/11/17 18:10,0.437555219
10/11/17 18:20,0.1
10/11/17 18:20,0.348288488
10/11/17 18:50,0.26378728
10/11/17 19:00,0.1
10/11/17 19:40,0.236071184
10/11/17 19:51,0.026152044
10/11/17 20:00,0.126978449
10/11/17 20:10,0.229516967
10/11/17 20:30,0.229758321
10/11/17 20:30,0.364187527
10/11/17 20:35,0.254451863
10/11/17 23:45,0.267547768
10/11/17 7:50,0.23349935
10/11/17 7:55,0.245313368
10/11/17 8:00,0.063512824
10/11/17 8:09,0.484929015
10/11/17 8:15,0.47536889
10/11/17 8:35,0.295553429
10/11/17 9:00,0.355991548
10/11/17 9:10,0.1
10/11/17 9:20,0.1
10/11/17 9:30,0.1
10/11/17 9:44,0.383920869
10/11/17 10:00,0.041981096
10/11/17 10:30,0.321857563
10/11/17 10:30,0.363484366
10/11/17 10:30,0.35189289
10/11/17 10:40,0.1
10/11/17 10:40,0.041981096
10/11/17 10:45,0.38706885
10/11/17 11:00,0.389043492
10/11/17 11:40,0.404993699
10/11/17 11:54,0.357071071
10/11/17 11:55,0.1
10/11/17 12:00,0.1
10/11/17 12:02,0.204845986
10/11/17 13:00,0.344393259
10/11/17 13:05,0.457064703
10/11/17 13:30,0.423158099
10/11/17 13:30,0.026152044
10/11/17 13:35,0.217871166
10/11/17 13:55,0.303785681
10/11/17 13:55,0.096836758
10/11/17 14:00,0.407587688
10/11/17 14:16,0.405719632
10/11/17 14:20,0.334284757
10/11/17 14:55,0.308025029
10/11/17 15:00,0.258315133
10/11/17 15:05,0.1
10/11/17 15:15,0.1
10/11/17 15:30,0.373352916
10/11/17 15:31,0.236524735
10/11/17 15:40,0.1
10/11/17 15:45,0.138996326
10/11/17 15:47,0.380292959
10/11/17 16:04,0.2903749
10/11/17 16:15,0.1
10/11/17 16:30,0.010354193
10/11/17 16:49,0.364152833
10/11/17 17:08,0.408270499
10/11/17 17:10,0.1
10/11/17 17:30,0.257845568
10/11/17 17:30,0.1
10/11/17 17:45,0.351771744
10/11/17 18:00,0.439944153
10/11/17 18:00,0.3864894
10/11/17 18:00,0.355991548
